,airport_id,Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,TzDatabase,Type,Source
3667,3867,John Wayne Airport-Orange County Airport,Santa Ana,United States,SNA,KSNA,33.67570114,-117.86799620000001,56,-8,A,America/Los_Angeles,airport,OurAirports
3672,3872,Casper-Natrona County International Airport,Casper,United States,CPR,KCPR,42.908001,-106.46399699999999,5350,-7,A,America/Denver,airport,OurAirports
3673,3873,Destin-Ft Walton Beach Airport,Valparaiso,United States,VPS,KVPS,30.4832,-86.525398,87,-6,A,America/Chicago,airport,OurAirports
3675,3875,Key West International Airport,Key West,United States,EYW,KEYW,24.556100845336914,-81.75959777832031,3,-5,A,America/New_York,airport,OurAirports
3676,3876,Charlotte Douglas International Airport,Charlotte,United States,CLT,KCLT,35.2140007019043,-80.94309997558594,748,-5,A,America/New_York,airport,OurAirports
3677,3877,McCarran International Airport,Las Vegas,United States,LAS,KLAS,36.08010101,-115.15200039999999,2181,-8,A,America/Los_Angeles,airport,OurAirports
3678,3878,Orlando International Airport,Orlando,United States,MCO,KMCO,28.429399490356445,-81.30899810791016,96,-5,A,America/New_York,airport,OurAirports
3679,3879,Florence Regional Airport,Florence,United States,FLO,KFLO,34.18539810180664,-79.7238998413086,146,-5,A,America/New_York,airport,OurAirports
3680,3880,Great Falls International Airport,Great Falls,United States,GTF,KGTF,47.48199844,-111.3710022,3680,-7,A,America/Denver,airport,OurAirports
3681,3881,Youngstown Warren Regional Airport,Youngstown,United States,YNG,KYNG,41.26070023,-80.67910004,1192,-5,A,America/New_York,airport,OurAirports
3685,3885,Suvarnabhumi Airport,Bangkok,Thailand,BKK,VTBS,13.681099891662598,100.74700164794922,5,7,U,Asia/Bangkok,airport,OurAirports
3686,3886,Naha Airport,Naha,Indonesia,NAH,WAMH,3.6832098960876474,125.52799987792969,16,8,N,Asia/Makassar,airport,OurAirports
3690,3890,Wolter Monginsidi Airport,Kendari,Indonesia,KDI,WAWW,-4.081610202789307,122.41799926757812,538,8,N,Asia/Makassar,airport,OurAirports
3694,3894,Abdul Rachman Saleh Airport,Malang,Indonesia,MLG,WARA,-7.926559925079999,112.71499633799999,1726,7,N,Asia/Jakarta,airport,OurAirports
3696,3896,Husein Sastranegara International Airport,Bandung,Indonesia,BDO,WICC,-6.900629997253418,107.57599639892578,2436,7,N,Asia/Jakarta,airport,OurAirports
3698,3898,Adi Sutjipto International Airport,Yogyakarta,Indonesia,JOG,WARJ,-7.788179874420166,110.43199920654295,350,7,N,Asia/Jakarta,airport,OurAirports
3701,3901,Achmad Yani Airport,Semarang,Indonesia,SRG,WARS,-6.97273,110.375,10,7,N,Asia/Jakarta,airport,OurAirports
3702,3903,Hang Nadim International Airport,Batam,Indonesia,BTH,WIDD,1.12102997303,104.119003296,126,7,N,Asia/Jakarta,airport,OurAirports
3703,3904,Buluh Tumbang (H A S Hanandjoeddin) Airport,Tanjung Pandan,Indonesia,TJQ,WIOD,-2.74571990967,107.754997253,164,7,N,Asia/Jakarta,airport,OurAirports
3704,3905,Pangkal Pinang (Depati Amir) Airport,Pangkal Pinang,Indonesia,PGK,WIPK,-2.16219997406,106.138999939,109,7,N,Asia/Jakarta,airport,OurAirports
3705,3906,Raja Haji Fisabilillah International Airport,Tanjung Pinang,Indonesia,TNJ,WIDN,0.9226830005650001,104.53199768100001,52,7,N,Asia/Jakarta,airport,OurAirports
3707,3908,Syamsudin Noor Airport,Banjarmasin,Indonesia,BDJ,WAOO,-3.4423599243164062,114.76300048828124,66,8,N,Asia/Makassar,airport,OurAirports
3709,3910,Iskandar Airport,Pangkalan Bun,Indonesia,PKN,WAOI,-2.70519995689,111.672996521,75,7,N,Asia/Jakarta,airport,OurAirports
3710,3911,Tjilik Riwut Airport,Palangkaraya,Indonesia,PKY,WAOP,-2.22513008118,113.943000793,82,7,N,Asia/Jakarta,airport,OurAirports
3711,3913,Maumere(Wai Oti) Airport,Maumere,Indonesia,MOF,WATC,-8.640649795529999,122.23699951200001,115,8,N,Asia/Makassar,airport,OurAirports
3712,3914,Ende (H Hasan Aroeboesman) Airport,Ende,Indonesia,ENE,WATE,-8.8492898941,121.66100311299999,49,8,N,Asia/Makassar,airport,OurAirports
3714,3916,El Tari Airport,Kupang,Indonesia,KOE,WATT,-10.171600341796877,123.6709976196289,335,8,N,Asia/Makassar,airport,OurAirports
3715,3917,Komodo Airport,Labuhan Bajo,Indonesia,LBJ,WATO,-8.48666,119.889,66,8,N,Asia/Makassar,airport,OurAirports
3716,3919,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,BPN,WALL,-1.2682700157200002,116.89399719200001,12,8,N,Asia/Makassar,airport,OurAirports
3717,3920,Juwata Airport,Taraken,Indonesia,TRK,WALR,3.326667,117.56944399999999,23,8,N,Asia/Makassar,airport,OurAirports
3721,3924,Muhammad Salahuddin Airport,Bima,Indonesia,BMU,WADB,-8.539649963378901,118.68699645996,3,8,N,Asia/Makassar,airport,OurAirports
3722,3927,Umbu Mehang Kunda Airport,Waingapu,Indonesia,WGP,WADW,-9.66922,120.302002,33,8,N,Asia/Makassar,airport,OurAirports
3723,3928,Juanda International Airport,Surabaya,Indonesia,SUB,WARR,-7.379829883575439,112.78700256347656,9,7,N,Asia/Jakarta,airport,OurAirports
3724,3929,Adi Sumarmo Wiryokusumo Airport,Solo City,Indonesia,SOC,WARQ,-7.516089916229247,110.75700378417969,421,7,N,Asia/Jakarta,airport,OurAirports
3725,3930,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095214844,126.45099639892578,23,9,U,Asia/Seoul,airport,OurAirports
3726,3931,Chiang Mai International Airport,Chiang Mai,Thailand,CNX,VTCC,18.7667999268,98.962600708,1036,7,U,Asia/Bangkok,airport,OurAirports
3727,3932,Chiang Rai International Airport,Chiang Rai,Thailand,CEI,VTCT,19.952299118,99.8828964233,1280,7,U,Asia/Bangkok,airport,OurAirports
3728,3933,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Thailand,NST,VTSF,8.539620399475098,99.9447021484375,13,7,U,Asia/Bangkok,airport,OurAirports
3730,3936,Nakhon Phanom Airport,Nakhon Phanom,Thailand,KOP,VTUW,17.383800506591793,104.64299774169922,587,7,U,Asia/Bangkok,airport,OurAirports
3731,3937,Ubon Ratchathani Airport,Ubon Ratchathani,Thailand,UBP,VTUU,15.2512998581,104.870002747,406,7,U,Asia/Bangkok,airport,OurAirports
3732,3938,Khon Kaen Airport,Khon Kaen,Thailand,KKC,VTUK,16.466600418099993,102.78399658200001,670,7,U,Asia/Bangkok,airport,OurAirports
3733,3939,Sukhothai Airport,Sukhothai,Thailand,THS,VTPO,17.238000869750973,99.81819915771484,179,7,U,Asia/Bangkok,airport,OurAirports
3734,3940,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,DPS,WADD,-8.7481698989868,115.16699981689,14,8,N,Asia/Makassar,airport,OurAirports
3735,3941,Eleftherios Venizelos International Airport,Athens,Greece,ATH,LGAV,37.9364013672,23.944499969499997,308,2,E,Europe/Athens,airport,OurAirports
3736,3942,Chubu Centrair International Airport,Nagoya,Japan,NGO,RJGG,34.8583984375,136.80499267578122,15,9,U,Asia/Tokyo,airport,OurAirports
3737,3943,Kobe Airport,Kobe,Japan,UKB,RJBE,34.632801055908196,135.2239990234375,22,9,U,Asia/Tokyo,airport,OurAirports
3738,3944,Pullman Moscow Regional Airport,Pullman,United States,PUW,KPUW,46.7439,-117.110001,2556,-8,A,America/Los_Angeles,airport,OurAirports
3739,3945,Lewiston Nez Perce County Airport,Lewiston,United States,LWS,KLWS,46.3745002746582,-117.01499938964844,1442,-8,A,America/Los_Angeles,airport,OurAirports
3740,3946,Elmira Corning Regional Airport,Elmira,United States,ELM,KELM,42.1599006652832,-76.8916015625,954,-5,A,America/New_York,airport,OurAirports
3741,3947,Ithaca Tompkins Regional Airport,Ithaca,United States,ITH,KITH,42.49100112915039,-76.4583969116211,1099,-5,A,America/New_York,airport,OurAirports
3742,3948,Monterey Peninsula Airport,Monterey,United States,MRY,KMRY,36.58700180053711,-121.84300231933594,257,-8,A,America/Los_Angeles,airport,OurAirports
3743,3949,Santa Barbara Municipal Airport,Santa Barbara,United States,SBA,KSBA,34.42620087,-119.8399963,13,-8,A,America/Los_Angeles,airport,OurAirports
3744,3950,Daytona Beach International Airport,Daytona Beach,United States,DAB,KDAB,29.179899,-81.058098,34,-5,A,America/New_York,airport,OurAirports
3746,3953,Riga International Airport,Riga,Latvia,RIX,EVRA,56.92359924316406,23.971099853515625,36,2,E,Europe/Riga,airport,OurAirports
3749,3956,Kaunas International Airport,Kaunas,Lithuania,KUN,EYKA,54.96390151977539,24.084800720214844,256,2,E,Europe/Vilnius,airport,OurAirports
3751,3958,Palanga International Airport,Palanga,Lithuania,PLQ,EYPA,55.97320175170898,21.093900680541992,33,2,E,Europe/Vilnius,airport,OurAirports
3752,3959,Vilnius International Airport,Vilnius,Lithuania,VNO,EYVI,54.634102,25.285801,648,2,E,Europe/Vilnius,airport,OurAirports
3756,3964,Zvartnots International Airport,Yerevan,Armenia,EVN,UDYZ,40.1473007202,44.3959007263,2838,4,E,Asia/Yerevan,airport,OurAirports
3757,3965,Gyumri Shirak Airport,Gyumri,Armenia,LWN,UDSG,40.7504005432,43.859298706100006,5000,4,E,Asia/Yerevan,airport,OurAirports
3759,3967,Asmara International Airport,Asmara,Eritrea,ASM,HHAS,15.291899681091307,38.91070175170898,7661,3,U,Africa/Asmera,airport,OurAirports
3760,3968,Massawa International Airport,Massawa,Eritrea,MSW,HHMS,15.670000076293945,39.37009811401367,194,3,U,Africa/Asmera,airport,OurAirports
3762,3971,Batumi International Airport,Batumi,Georgia,BUS,UGSB,41.610298156700004,41.5997009277,105,4,N,Asia/Tbilisi,airport,OurAirports
3763,3972,Kopitnari Airport,Kutaisi,Georgia,KUT,UGKO,42.176700591999996,42.4826011658,223,4,N,Asia/Tbilisi,airport,OurAirports
3764,3973,Tbilisi International Airport,Tbilisi,Georgia,TBS,UGTB,41.6692008972,44.95470047,1624,4,N,Asia/Tbilisi,airport,OurAirports
3765,3974,Mukalla International Airport,Mukalla,Yemen,RIY,OYRN,14.662599563598633,49.375,54,3,U,Asia/Aden,airport,OurAirports
3766,3975,Ta'izz International Airport,Taiz,Yemen,TAI,OYTZ,13.6859998703,44.139099121099996,4838,3,U,Asia/Aden,airport,OurAirports
3767,3976,Hodeidah International Airport,Hodeidah,Yemen,HOD,OYHD,14.753000259399414,42.97629928588867,41,3,U,Asia/Aden,airport,OurAirports
3768,3977,Aden International Airport,Aden,Yemen,ADE,OYAA,12.829500198364258,45.02880096435547,7,3,U,Asia/Aden,airport,OurAirports
3769,3978,Ataq Airport,Ataq,Yemen,AXK,OYAT,14.551300048828125,46.82619857788086,3735,3,U,Asia/Aden,airport,OurAirports
3770,3979,Al Ghaidah International Airport,Al Ghaidah Intl,Yemen,AAY,OYGD,16.191699981689453,52.17499923706055,134,3,U,Asia/Aden,airport,OurAirports
3771,3980,Sana'a International Airport,Sanaa,Yemen,SAH,OYSN,15.476300239562988,44.21969985961914,7216,3,U,Asia/Aden,airport,OurAirports
3773,3984,Socotra International Airport,Socotra,Yemen,SCT,OYSQ,12.63070011138916,53.905799865722656,146,3,U,Asia/Aden,airport,OurAirports
3775,3986,Memmingen Allgau Airport,Memmingen,Germany,FMM,EDJA,47.9888000488,10.2395000458,2077,1,E,Europe/Berlin,airport,OurAirports
3776,3987,Nevşehir Kapadokya Airport,Nevsehir,Turkey,NAV,LTAZ,38.7719,34.5345,3100,3,E,Europe/Istanbul,airport,OurAirports
3777,3988,Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,SAEZ,-34.8222,-58.5358,67,-3,N,America/Buenos_Aires,airport,OurAirports
3778,3989,Erbil International Airport,Erbil,Iraq,EBL,ORER,36.23759841918945,43.96319961547852,1341,3,U,Asia/Baghdad,airport,OurAirports
3779,3990,Emerald Airport,Emerald,Australia,EMD,YEML,-23.5674991608,148.179000854,624,10,O,Australia/Brisbane,airport,OurAirports
3781,3992,Kansai International Airport,Osaka,Japan,KIX,RJBB,34.42729949951172,135.24400329589844,26,9,U,Asia/Tokyo,airport,OurAirports
3783,3994,Tagbilaran Airport,Tagbilaran,Philippines,TAG,RPVT,9.665442,123.85353300000001,38,8,N,Asia/Manila,airport,OurAirports
3784,3995,Ilulissat Airport,Ilulissat,Greenland,JAV,BGJN,69.2432022095,-51.0570983887,95,-3,E,America/Godthab,airport,OurAirports
3786,3997,Aasiaat Airport,Aasiaat,Greenland,JEG,BGAA,68.7218017578,-52.7846984863,74,-3,E,America/Godthab,airport,OurAirports
3787,3998,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,LEPA,39.551700591999996,2.73881006241,27,1,E,Europe/Madrid,airport,OurAirports
3788,3999,Darwin International Airport,Darwin,Australia,DRW,YPDN,-12.41469955444336,130.87699890136722,103,9.5,N,Australia/Darwin,airport,OurAirports
3789,4000,Surat Thani Airport,Surat Thani,Thailand,URT,VTSB,9.132599830630001,99.135597229,20,7,U,Asia/Bangkok,airport,OurAirports
3792,4006,Tweed New Haven Airport,New Haven,United States,HVN,KHVN,41.26369858,-72.88680267,12,-5,A,America/New_York,airport,OurAirports
3793,4007,Asheville Regional Airport,Asheville,United States,AVL,KAVL,35.43619918823242,-82.54180145263672,2165,-5,A,America/New_York,airport,OurAirports
3794,4008,Piedmont Triad International Airport,Greensboro,United States,GSO,KGSO,36.097801208496094,-79.93730163574219,925,-5,A,America/New_York,airport,OurAirports
3795,4009,Joe Foss Field Airport,Sioux Falls,United States,FSD,KFSD,43.5820007324,-96.741897583,1429,-6,A,America/Chicago,airport,OurAirports
3796,4010,Ayers Rock Connellan Airport,Uluru,Australia,AYQ,YAYE,-25.1861,130.975998,1626,9.5,N,Australia/Darwin,airport,OurAirports
3797,4011,Manchester-Boston Regional Airport,Manchester NH,United States,MHT,KMHT,42.932598,-71.435699,266,-5,A,America/New_York,airport,OurAirports
3798,4012,Naples Municipal Airport,Naples,United States,APF,KAPF,26.1525993347,-81.7752990723,8,-5,A,America/New_York,airport,OurAirports
3799,4013,LTS Pulau Redang Airport,Redang,Malaysia,RDN,WMPR,5.765279769897461,103.00700378417969,36,8,N,Asia/Kuala_Lumpur,airport,OurAirports
3800,4014,Louisville International Standiford Field,Louisville,United States,SDF,KSDF,38.1744,-85.736,501,-5,A,America/New_York,airport,OurAirports
3801,4015,Charlottesville Albemarle Airport,Charlottesville VA,United States,CHO,KCHO,38.13859939575195,-78.4529037475586,639,-5,A,America/New_York,airport,OurAirports
3802,4016,Roanoke–Blacksburg Regional Airport,Roanoke VA,United States,ROA,KROA,37.3255,-79.975403,1175,-5,A,America/New_York,airport,OurAirports
3803,4017,Blue Grass Airport,Lexington KY,United States,LEX,KLEX,38.0364990234375,-84.60590362548828,979,-5,A,America/New_York,airport,OurAirports
3804,4018,Evansville Regional Airport,Evansville,United States,EVV,KEVV,38.0369987488,-87.53240203860001,418,-6,A,America/Chicago,airport,OurAirports
3805,4019,Albuquerque International Sunport,Albuquerque,United States,ABQ,KABQ,35.040199,-106.609001,5355,-7,A,America/Denver,airport,OurAirports
3806,4020,Gallatin Field,Bozeman,United States,BZN,KBZN,45.77750015,-111.15299990000001,4473,-7,A,America/Denver,airport,OurAirports
3807,4021,Billings Logan International Airport,Billings,United States,BIL,KBIL,45.807701110839844,-108.54299926757812,3652,-7,A,America/Denver,airport,OurAirports
3808,4022,Bert Mooney Airport,Butte,United States,BTM,KBTM,45.95479965209961,-112.49700164794922,5550,-7,A,America/Denver,airport,OurAirports
3809,4023,Cherry Capital Airport,Traverse City,United States,TVC,KTVC,44.74140167236328,-85.58219909667969,624,-5,A,America/New_York,airport,OurAirports
3810,4024,Mundo Maya International Airport,Flores,Guatemala,FRS,MGTK,16.913799285899998,-89.86640167239997,427,-6,U,America/Guatemala,airport,OurAirports
3811,4025,Hancock County-Bar Harbor Airport,Bar Harbor,United States,BHB,KBHB,44.45000076,-68.36150359999999,83,-5,A,America/New_York,airport,OurAirports
3812,4026,Knox County Regional Airport,Rockland,United States,RKD,KRKD,44.06010056,-69.09919739,56,-5,A,America/New_York,airport,OurAirports
3813,4027,Jackson Hole Airport,Jacksn Hole,United States,JAC,KJAC,43.6072998046875,-110.73799896240234,6451,-7,A,America/Denver,airport,OurAirports
3814,4028,Chicago Rockford International Airport,Rockford,United States,RFD,KRFD,42.19540023803711,-89.09719848632812,742,-6,A,America/Chicago,airport,OurAirports
3815,4029,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879821777344,37.90629959106445,588,3,N,Europe/Moscow,airport,OurAirports
3816,4030,Sanya Phoenix International Airport,Sanya,China,SYX,ZJSY,18.30290031433105,109.41200256347656,92,8,U,Asia/Shanghai,airport,OurAirports
3818,4033,Lijiang Airport,Lijiang,China,LJG,ZPLJ,26.6800003052,100.24600219700001,0,8,U,Asia/Shanghai,airport,OurAirports
3819,4034,Greenville Spartanburg International Airport,Greenville,United States,GSP,KGSP,34.895698547399995,-82.2189025879,964,-5,A,America/New_York,airport,OurAirports
3820,4037,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,BMI,KBMI,40.47710037,-88.91590118,871,-6,A,America/Chicago,airport,OurAirports
3821,4038,Gulfport Biloxi International Airport,Gulfport,United States,GPT,KGPT,30.40730094909668,-89.07009887695312,28,-6,A,America/Chicago,airport,OurAirports
3822,4039,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,AZO,KAZO,42.234901428222656,-85.5521011352539,874,-5,A,America/New_York,airport,OurAirports
3823,4040,Toledo Express Airport,Toledo,United States,TOL,KTOL,41.58679962,-83.80780029,683,-5,A,America/New_York,airport,OurAirports
3824,4041,Fort Wayne International Airport,Fort Wayne,United States,FWA,KFWA,40.97850037,-85.19509888,814,-5,A,America/New_York,airport,OurAirports
